assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	city_pooled
AB162	NA	42.55	Acinetobacter baumannii	NA	TRUE	2020-11-30	Hungary	city8	This study	3968376	0.388	630	74	291082	131007	19556	99.7	470	Acinetobacter baumannii	87.84	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-11-30	2020	TRUE	city8 (HU)
AB164	NA	41.34	Acinetobacter baumannii	NA	TRUE	2020-12-28	Hungary	city11	This study	4010834	0.388	520	75	462778	159566	19556	99.8	470	Acinetobacter baumannii	90.67	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-27	2020	TRUE	city11 (HU)
AB165	NA	29.42	Acinetobacter baumannii	NA	TRUE	2020-10-30	Hungary	city11	This study	3988112	0.389	520	87	358694	122061	11695	99.8	470	Acinetobacter baumannii	87.36	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-10-30	2020	TRUE	city11 (HU)
AB171	NA	25.38	Acinetobacter baumannii	NA	TRUE	2021-02-07	Hungary	city11	This study	3989974	0.389	410	87	358638	121324	11695	99.8	470	Acinetobacter baumannii	87.36	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-02-06	2021	TRUE	city11 (HU)
AB173	NA	30.44	Acinetobacter baumannii	NA	TRUE	2020-12-14	Hungary	city11	This study	3988798	0.389	620	86	358927	122061	11695	99.8	470	Acinetobacter baumannii	87.21	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-14	2020	TRUE	city11 (HU)
AB177	NA	34.83	Acinetobacter baumannii	NA	TRUE	2021-01-17	Hungary	city1	This study	3978275	0.39	930	57	461772	146225	30605	99.8	470	Acinetobacter baumannii	94.74	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catA1	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-01-17	2021	TRUE	city1 (HU)
AB178	NA	26.61	Acinetobacter baumannii	NA	TRUE	2021-02-09	Hungary	city20	This study	4003456	0.388	980	79	462834	159566	17962	99.7	470	Acinetobacter baumannii	88.61	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-02-09	2021	TRUE	city20 (HU)
AB179	NA	28.71	Acinetobacter baumannii	NA	TRUE	2020-12-24	Hungary	city21	This study	3816800	0.389	870	76	462938	159566	17964	99.8	470	Acinetobacter baumannii	84.21	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-23	2020	TRUE	city21 (HU)
AB180	NA	32.53	Acinetobacter baumannii	NA	TRUE	2020-12-30	Hungary	city11	This study	3969257	0.389	420	89	288902	121324	11695	99.8	470	Acinetobacter baumannii	88.76	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-30	2020	TRUE	city11 (HU)
AB181	NA	34.94	Acinetobacter baumannii	NA	TRUE	2021-01-13	Hungary	city11	This study	3989968	0.389	520	89	288902	122061	11695	99.8	470	Acinetobacter baumannii	87.64	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-01-13	2021	TRUE	city11 (HU)
AB183	NA	28.43	Acinetobacter baumannii	NA	TRUE	2020-11-15	Hungary	city11	This study	3980558	0.389	530	89	358694	122061	11695	99	470	Acinetobacter baumannii	87.64	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-11-15	2020	TRUE	city11 (HU)
AB184	NA	38.38	Acinetobacter baumannii	NA	TRUE	2020-12-06	Hungary	city11	This study	3988375	0.389	860	89	288902	122061	13785	99.8	470	Acinetobacter baumannii	87.64	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-06	2020	TRUE	city11 (HU)
AB185	NA	31.45	Acinetobacter baumannii	NA	TRUE	2020-12-06	Hungary	city11	This study	3990187	0.389	870	89	358115	122061	11695	99.8	470	Acinetobacter baumannii	87.64	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-06	2020	TRUE	city11 (HU)
AB186	NA	35.82	Acinetobacter baumannii	NA	TRUE	2020-12-02	Hungary	city11	This study	3991471	0.389	540	89	358983	122061	11258	99.8	470	Acinetobacter baumannii	87.64	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-01	2020	TRUE	city11 (HU)
AB187	NA	42.14	Acinetobacter baumannii	NA	TRUE	2020-12-14	Hungary	city11	This study	3987646	0.389	520	90	288902	122061	11695	99.8	470	Acinetobacter baumannii	88.89	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-14	2020	TRUE	city11 (HU)
AB188	NA	31.66	Acinetobacter baumannii	NA	TRUE	2021-01-17	Hungary	city8	This study	3967068	0.388	970	79	291082	131012	13785	99.7	470	Acinetobacter baumannii	89.87	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-01-17	2021	TRUE	city8 (HU)
AB194	NA	27.54	Acinetobacter baumannii	NA	TRUE	2021-01-27	Hungary	city1	This study	3977732	0.39	810	56	461691	162382	38794	99.8	470	Acinetobacter baumannii	91.07	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catA1	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-01-26	2021	TRUE	city1 (HU)
AB195	NA	31.53	Acinetobacter baumannii	NA	TRUE	2021-02-04	Hungary	city1	This study	3977342	0.39	900	57	461617	162517	38794	99.8	470	Acinetobacter baumannii	89.47	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catA1	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-02-03	2021	TRUE	city1 (HU)
AB199	NA	43.04	Acinetobacter baumannii	NA	TRUE	2021-01-03	Hungary	city11	This study	4010931	0.388	980	76	462938	159566	17322	99.8	470	Acinetobacter baumannii	90.79	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-01-02	2021	TRUE	city11 (HU)
AB200	NA	25.43	Acinetobacter baumannii	NA	TRUE	2021-01-31	Hungary	city11	This study	4011735	0.389	980	74	462938	159566	19788	99.8	470	Acinetobacter baumannii	89.19	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-01-30	2021	TRUE	city11 (HU)
AB201	NA	40.14	Acinetobacter baumannii	NA	TRUE	2021-03-04	Hungary	city21	This study	3953328	0.389	1170	39	465704	156331	42602	99.8	470	Acinetobacter baumannii	100	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL7	2021-03-04	2021	TRUE	city21 (HU)
AB204	NA	27.04	Acinetobacter baumannii	NA	TRUE	2021-02-05	Hungary	city21	This study	4006692	0.389	2427	41	465882	201521	42174	99.8	470	Acinetobacter baumannii	97.56	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL7	2021-02-05	2021	TRUE	city21 (HU)
AB207	NA	40.73	Acinetobacter baumannii	NA	TRUE	2021-03-09	Hungary	city1	This study	3976450	0.39	910	55	461747	146268	38793	99.8	470	Acinetobacter baumannii	92.73	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catA1	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-03-09	2021	TRUE	city1 (HU)
AB213	NA	30.12	Acinetobacter baumannii	NA	TRUE	2021-03-08	Hungary	city11	This study	4012382	0.389	630	78	462938	159566	19556	99.8	470	Acinetobacter baumannii	89.74	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-03-08	2021	TRUE	city11 (HU)
AB214	NA	29.5	Acinetobacter baumannii	NA	TRUE	2021-02-24	Hungary	city11	This study	3976870	0.389	510	68	473078	148707	20786	99.8	470	Acinetobacter baumannii	94.12	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-02-24	2021	TRUE	city11 (HU)
AB215	NA	36.47	Acinetobacter baumannii	NA	TRUE	2021-03-13	Hungary	city11	This study	3976675	0.389	510	69	474397	148279	20244	99.8	470	Acinetobacter baumannii	94.2	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-03-13	2021	TRUE	city11 (HU)
AB221	NA	31.06	Acinetobacter baumannii	NA	TRUE	2021-03-28	Hungary	city11	This study	3964793	0.389	620	82	419676	125189	13785	98.8	470	Acinetobacter baumannii	87.8	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-03-28	2021	TRUE	city11 (HU)
AB223	NA	25.7	Acinetobacter baumannii	NA	TRUE	2021-03-03	Hungary	city11	This study	4010158	0.389	520	77	463042	159506	14888	99.8	470	Acinetobacter baumannii	88.31	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-03-02	2021	TRUE	city11 (HU)
AB228	NA	37.81	Acinetobacter baumannii	NA	TRUE	2021-04-08	Hungary	city13	This study	4023446	0.389	1080	44	460223	166651	42298	99.8	470	Acinetobacter baumannii	95.45	ST2	7	KL7	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL7	2021-04-08	2021	TRUE	city13 (HU)
AB229	NA	39.18	Acinetobacter baumannii	NA	TRUE	2021-04-19	Hungary	city13	This study	4025294	0.389	1070	45	367284	166516	42298	99.8	470	Acinetobacter baumannii	95.56	ST2	7	KL7	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL7	2021-04-19	2021	TRUE	city13 (HU)
AB230	NA	38.04	Acinetobacter baumannii	NA	TRUE	2021-04-26	Hungary	city13	This study	4023625	0.389	1080	43	460474	166516	42298	99.8	470	Acinetobacter baumannii	93.02	ST2	7	KL7	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL7	2021-04-25	2021	TRUE	city13 (HU)
AB231	NA	33.98	Acinetobacter baumannii	NA	TRUE	2021-04-03	Hungary	city11	This study	3990528	0.389	970	82	358927	122061	13785	99.8	470	Acinetobacter baumannii	89.02	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-04-02	2021	TRUE	city11 (HU)
AB234	NA	34.97	Acinetobacter baumannii	NA	TRUE	2021-04-22	Hungary	city11	This study	3979170	0.39	910	54	461747	162383	38793	99.8	470	Acinetobacter baumannii	92.59	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catA1	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-04-21	2021	TRUE	city11 (HU)
AB235	NA	34.43	Acinetobacter baumannii	NA	TRUE	2021-04-28	Hungary	city11	This study	3990527	0.389	510	85	358694	122061	11695	99.8	470	Acinetobacter baumannii	87.06	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-04-28	2021	TRUE	city11 (HU)
AB237	NA	31.55	Acinetobacter baumannii	NA	TRUE	2021-02-01	Hungary	city11	This study	4010222	0.389	520	76	462938	127341	19556	99.8	470	Acinetobacter baumannii	90.79	ST2	7	KL3	Good	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-02-01	2021	TRUE	city11 (HU)
AB243	NA	27.21	Acinetobacter baumannii	NA	TRUE	2021-03-17	Hungary	city21	This study	4004706	0.389	2437	39	465766	201521	42174	99.8	470	Acinetobacter baumannii	100	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL7	2021-03-16	2021	TRUE	city21 (HU)
AB249	NA	41.17	Acinetobacter baumannii	NA	TRUE	2021-04-05	Hungary	city21	This study	4003205	0.389	2337	42	465882	201521	42174	99.8	470	Acinetobacter baumannii	100	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL7	2021-04-05	2021	TRUE	city21 (HU)
AB253	NA	38.66	Acinetobacter baumannii	NA	TRUE	2020-12-23	Hungary	city11	This study	3987775	0.388	970	89	358985	122061	11694	99.8	470	Acinetobacter baumannii	87.64	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2020-12-22	2020	TRUE	city11 (HU)
AB254	NA	30.31	Acinetobacter baumannii	NA	TRUE	2021-04-25	Hungary	city11	This study	3990632	0.389	520	68	462938	162382	19556	99.8	470	Acinetobacter baumannii	89.71	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-04-24	2021	TRUE	city11 (HU)
AB261	NA	40.25	Acinetobacter baumannii	NA	TRUE	2021-03-03	Hungary	city11	This study	3990822	0.389	520	84	358694	122061	13785	99.8	470	Acinetobacter baumannii	88.1	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	HU	ST2-KL3	2021-03-02	2021	TRUE	city11 (HU)
